tree.c:4311,42.31111111111111
tree.c:4315,41.25
tree.c:4317,40.18604651162791
tree.c:4318,42.159090909090914
tree.c:4319,42.31111111111111
tree.c:4322,45.21739130434782
tree.c:4323,44.83516483516483
tree.c:4325,47.580000000000005
tree.c:4330,47.580000000000005
tree.c:4333,46.530612244897966
tree.c:4335,40.87912087912088
tree.c:4336,45.47916666666667
tree.c:4337,44.42553191489362
tree.c:4338,43.36956521739131
tree.c:4340,44.42553191489362
tree.c:4342,44.42553191489362
tree.c:4346,42.31111111111111
