SAX2.c:2197,42.20858895705522
SAX2.c:2216,41.20754716981133
SAX2.c:2220,41.20754716981133
SAX2.c:2221,42.20858895705522
SAX2.c:2222,41.20754716981133
SAX2.c:2223,41.20754716981133
SAX2.c:2224,41.20754716981133
SAX2.c:2225,41.20754716981133
SAX2.c:2226,41.20754716981133
SAX2.c:2234,40.20645161290322
SAX2.c:2235,42.20858895705522
SAX2.c:2236,42.20858895705522
SAX2.c:2240,42.20858895705522
SAX2.c:2241,41.20754716981133
SAX2.c:2242,41.20754716981133
SAX2.c:2244,40.20645161290322
SAX2.c:2248,39.20529801324503
SAX2.c:2249,38.204081632653065
SAX2.c:2256,37.20279720279721
SAX2.c:2258,40.20645161290322
SAX2.c:2259,39.20529801324503
SAX2.c:2261,39.20529801324503
SAX2.c:2262,38.204081632653065
SAX2.c:2267,36.20143884892086
SAX2.c:2268,36.20143884892086
SAX2.c:2269,35.2
SAX2.c:2270,38.204081632653065
SAX2.c:2271,37.20279720279721
SAX2.c:2273,39.20529801324503
SAX2.c:2274,38.204081632653065
SAX2.c:2276,38.204081632653065
SAX2.c:2278,36.20143884892086
SAX2.c:2283,34.198473282442755
SAX2.c:2284,35.2
SAX2.c:2285,37.20279720279721
SAX2.c:2286,36.20143884892086
SAX2.c:2288,36.20143884892086
SAX2.c:2289,35.2
SAX2.c:2290,34.198473282442755
SAX2.c:2292,33.19685039370079
SAX2.c:2293,33.19685039370079
SAX2.c:2298,31.193277310924366
SAX2.c:2299,33.15349725471473
SAX2.c:2303,35.5893536121673
SAX2.c:2304,34.57642312864186
SAX2.c:2306,34.57642312864186
SAX2.c:2309,33.562648880419246
SAX2.c:2310,33.562648880419246
SAX2.c:2311,32.54794520547945
SAX2.c:2317,33.19685039370079
SAX2.c:2320,30.75514874141876
SAX2.c:2321,29.88477865372953
SAX2.c:2322,29.40919037199125
SAX2.c:2326,33.19685039370079
SAX2.c:2327,29.931034482758623
SAX2.c:2338,31.935483870967744
SAX2.c:2339,30.933333333333334
SAX2.c:2341,30.933333333333334
SAX2.c:2343,29.931034482758623
SAX2.c:2348,28.928571428571434
SAX2.c:2349,28.928571428571434
SAX2.c:2350,28.928571428571434
SAX2.c:2356,27.925925925925927
SAX2.c:2357,29.931034482758623
SAX2.c:2358,29.931034482758623
SAX2.c:2359,29.931034482758623
SAX2.c:2361,28.928571428571434
SAX2.c:2362,31.935483870967744
SAX2.c:2368,30.933333333333334
SAX2.c:2369,29.931034482758623
SAX2.c:2373,29.931034482758623
SAX2.c:2376,28.928571428571434
SAX2.c:2377,27.925925925925927
SAX2.c:2382,26.923076923076927
SAX2.c:2383,24.916666666666664
SAX2.c:2387,23.294117647058822
SAX2.c:2388,23.63013698630137
SAX2.c:2389,24.670247046186894
SAX2.c:2394,24.324324324324323
SAX2.c:2398,27.23684210526316
SAX2.c:2399,24.670247046186894
SAX2.c:2402,24.324324324324326
SAX2.c:2408,26.21917808219178
SAX2.c:2409,25.200000000000003
